LPS, LS, LP, PS, LPSLow, LSLow
0.16154,0.20203,0.20145,0.50374,0.336,0.38771
0.22724,0.22183,0.2406,0.55815,0.25337,0.39542
0.2423,0.35432,0.28488,0.36035,0.20894,0.24719
0.18229,0.46928,0.18924,0.44098,0.16991,0.27984
0.12561,0.3685,0.11113,0.38868,0.17558,0.36413
0.14281,0.21494,0.25338,0.47831,0.28721,0.23242
0.095206,0.32107,0.10601,0.19431,0.2736,0.36504
0.21434,0.24707,0.16945,0.48144,0.14199,0.19715
0.28586,0.24545,0.26532,0.44755,0.20559,0.47512
0.29529,0.16626,0.14964,0.48621,0.36451,0.54341
0.14775,0.36869,0.30949,0.5352,0.19729,0.51264
0.12439,0.3926,0.24371,0.44378,0.18239,0.12946
0.22794,0.37455,0.089875,0.21737,0.11676,0.40531
0.23807,0.41176,0.15374,0.56878,0.18888,0.39996
0.15728,0.24093,0.11215,0.3892,0.24949,0.21842
0.24035,0.44443,0.31534,0.26819,0.18846,0.23378
0.28473,0.36903,0.14337,0.45732,0.22389,0.41966
0.24681,0.32239,0.23994,0.44234,0.34786,0.3292
0.061056,0.24434,0.24361,0.47043,0.28767,0.36901
0.26145,0.30379,0.18356,0.6067,0.15881,0.32395
0.14645,0.42389,0.30093,0.52967,0.18875,0.39667
0.40338,0.26115,0.21217,0.38593,0.28839,0.43653
0.1047,0.31383,0.10454,0.57669,0.23956,0.24332
0.38218,0.2807,0.21509,0.53856,0.20053,0.31765
0.18017,0.20184,0.23355,0.32896,0.43166,0.21249
0.24538,0.47326,0.23716,0.67534,0.13752,0.37248
0.2538,0.23204,0.28275,0.36334,0.18162,0.47446
0.27561,0.3236,0.17065,0.39931,0.17364,0.44692
0.17867,0.1964,0.18994,0.41457,0.24161,0.10188
0.30675,0.33286,0.19812,0.61718,0.1822,0.28231
0.31277,0.5201,0.12915,0.37928,0.34234,0.46219
0.211,0.39026,0.20829,0.3363,0.17889,0.45475
0.23515,0.12636,0.28189,0.41391,0.34196,0.40919
0.22634,0.45218,0.21779,0.1728,0.28678,0.40949
0.1289,0.1486,0.24422,0.38846,0.17077,0.38126
0.18263,0.22514,0.11101,0.42726,0.15594,0.47305
0.29138,0.27645,0.33539,0.28386,0.1263,0.2546
0.25737,0.24503,0.20094,0.45243,0.27131,0.24264
0.26929,0.26426,0.12928,0.39937,0.1114,0.5824
0.28104,0.48396,0.22546,0.25553,0.25369,0.27559
0.20498,0.50949,0.18134,0.19798,0.20836,0.28599
0.24089,0.09155,0.21776,0.30873,0.12332,0.4016
0.27741,0.65283,0.11128,0.5233,0.19241,0.44191
0.27117,0.39236,0.2888,0.3877,0.17046,0.14476
0.19228,0.26042,0.13521,0.55463,0.17731,0.47875
0.19094,0.52624,0.26105,0.32504,0.3788,0.36132
0.19197,0.23222,0.17271,0.54877,0.17763,0.45645
0.22711,0.3944,0.44327,0.43614,0.30851,0.4842
0.24362,0.33973,0.15756,0.52322,0.17386,0.33179
0.22399,0.36434,0.21738,0.65496,0.32379,0.4364
0.30892,0.40086,0.27335,0.46651,0.23113,0.46743
0.15115,0.32327,0.23522,0.30073,0.2095,0.40136
0.24704,0.40136,0.23705,0.38402,0.1433,0.29382
0.10517,0.53701,0.22172,0.70732,0.31389,0.24933
0.22014,0.15648,0.25728,0.69112,0.14085,0.3332
0.15666,0.17624,0.20665,0.16988,0.17274,0.47322
0.29024,0.28756,0.32959,0.55313,0.24466,0.39209
0.22283,0.33879,0.27202,0.44866,0.141,0.31262
0.28844,0.47217,0.31441,0.39397,0.082947,0.29568
0.14646,0.23448,0.27058,0.50844,0.20891,0.40889
0.10493,0.29897,0.086916,0.30397,0.14647,0.26887
0.21692,0.38009,0.16117,0.3971,0.10203,0.43739
0.21249,0.28184,0.17574,0.5426,0.19128,0.17393
0.18724,0.43362,0.12029,0.35701,0.333,0.2751
0.21814,0.53311,0.25749,0.35975,0.19447,0.45768
0.30133,0.38622,0.12052,0.56133,0.21602,0.35935
0.17643,0.52849,0.29486,0.3244,0.19355,0.24253
0.26896,0.18795,0.16552,0.1073,0.20101,0.44032
0.18721,0.31552,0.21709,0.28987,0.14665,0.33293
0.21426,0.38797,0.33718,0.62375,0.13393,0.29046
0.32075,0.40016,0.15908,0.42092,0.172,0.34172
0.31941,0.40535,0.19345,0.35292,0.37864,0.39446
0.2044,0.27118,0.32255,0.59907,0.21377,0.6668
0.23526,0.35551,0.25306,0.73367,0.23551,0.16749
0.28661,0.55998,0.25512,0.29174,0.15937,0.40933
0.30384,0.24957,0.15357,0.52657,0.19404,0.44238
0.27328,0.29628,0.2228,0.44155,0.171,0.21844
0.30468,0.34901,0.2807,0.33746,0.26738,0.44091
0.23996,0.51997,0.1461,0.47607,0.088764,0.31836
0.24852,0.34852,0.25714,0.21429,0.19329,0.36881
0.23489,0.4012,0.24761,0.45859,0.37405,0.45184
0.19686,0.2727,0.21928,0.52326,0.20039,0.40019
0.21335,0.4059,0.16559,0.44852,0.27192,0.49983
0.22586,0.26875,0.33243,0.34723,0.24068,0.16998
0.25143,0.58329,0.14438,0.24482,0.24423,0.30272
0.2406,0.43907,0.25639,0.58531,0.23853,0.28394
0.34256,0.45848,0.1564,0.64029,0.19726,0.32913
0.28525,0.38633,0.32551,0.417,0.20027,0.33615
0.38448,0.29636,0.20261,0.44835,0.20174,0.30739
0.18765,0.2996,0.18297,0.44622,0.29645,0.33123
0.23652,0.24376,0.18783,0.47292,0.23499,0.39485
0.16953,0.25755,0.23723,0.29532,0.23169,0.35247
0.28928,0.47492,0.22542,0.32683,0.26123,0.36938
0.21883,0.37508,0.26931,0.58913,0.2462,0.30664
0.25656,0.30451,0.17563,0.48152,0.23588,0.19032
0.11747,0.18733,0.16993,0.27344,0.16199,0.28359
0.33471,0.39982,0.26817,0.45022,0.2622,0.41571
0.23393,0.29712,0.2699,0.45091,0.20963,0.17446
0.16862,0.17587,0.31595,0.4387,0.16676,0.41779
0.22173,0.51612,0.10476,0.40756,0.18923,0.33894
0.12779,0.23735,0.3031,0.45102,0.24972,0.38536
0.25625,0.50757,0.37586,0.54236,0.20714,0.14596
0.26578,0.4269,0.19946,0.37699,0.14492,0.21782
0.1541,0.34795,0.24325,0.3729,0.31139,0.26761
0.31578,0.59364,0.24677,0.39166,0.18973,0.25606
0.22505,0.57684,0.24727,0.40879,0.18475,0.36544
0.36895,0.3963,0.29842,0.38351,0.17687,0.31653
0.2786,0.31709,0.21278,0.24413,0.24577,0.20346
0.24098,0.38925,0.28192,0.34126,0.28445,0.13082
0.11143,0.38163,0.14351,0.55118,0.21639,0.24639
0.2197,0.22815,0.27698,0.48863,0.2854,0.31269
0.12775,0.2483,0.32928,0.37606,0.17175,0.64999
0.31532,0.24064,0.21381,0.32931,0.059413,0.36118
0.32682,0.35535,0.25141,0.45075,0.26163,0.36569
0.17991,0.38588,0.19228,0.52579,0.2417,0.34126
0.15812,0.20321,0.17515,0.52846,0.14095,0.36384
0.20369,0.43361,0.28107,0.56119,0.2264,0.2852
0.22802,0.15607,0.17218,0.35715,0.30407,0.22407
0.10881,0.27534,0.082348,0.44235,0.26437,0.29419
0.2822,0.51941,0.21548,0.56597,0.16656,0.17808
0.21881,0.27999,0.14553,0.5437,0.20765,0.35388
0.34723,0.32565,0.28714,0.3092,0.26815,0.23692
0.10559,0.36703,0.095147,0.49029,0.24092,0.33929
0.17116,0.20912,0.24759,0.50236,0.14904,0.27966
0.14029,0.19638,0.12825,0.39933,0.20281,0.50579
0.045563,0.2345,0.084933,0.43622,0.23742,0.34146
0.23831,0.4262,0.24801,0.38283,0.21662,0.34649
0.12345,0.27128,0.18733,0.65396,0.20926,0.39171
0.11533,0.16625,0.36976,0.44565,0.14813,0.31105
0.2436,0.31881,0.23127,0.58116,0.31594,0.22911
0.16801,0.373,0.31121,0.32319,0.20279,0.4769
0.17063,0.46092,0.18787,0.31127,0.38572,0.33234
0.11344,0.28943,0.1542,0.40515,0.10428,0.3449
